0,500: -1,053958723383707
0,510: -1,0628165848086093
0,520: -1,0698133457395385
0,530: -1,078122853786199
0,540: -1,0854502660458634
0,550: -1,092080479338117
0,560: -1,0977448629353463
0,570: -1,1022047336442196
0,580: -1,107699215103159
0,590: -1,1114399821069743
0,600: -1,115565727169876
0,610: -1,1194228822976462
0,620: -1,1224781524019654
0,630: -1,1246718973323921
0,640: -1,1265143807449167
0,650: -1,1293703904491743
0,660: -1,131093765321053
0,670: -1,1327705523673788
0,680: -1,1341461879228851
0,690: -1,1353900239451804
0,700: -1,1356344927297304
0,710: -1,1363737257134972
0,720: -1,1367322088347416
0,730: -1,137197623871168
0,740: -1,136827758545314
0,750: -1,1362554132050158
0,760: -1,1363458949925735
0,770: -1,1362529121301777
0,780: -1,1353358878797262
0,790: -1,1346775907023419
0,800: -1,1341234322750955
0,810: -1,1329655888044863
0,820: -1,1318878043237612
0,830: -1,1307919762474508
0,840: -1,1295990519987846
0,850: -1,1282310998697
0,860: -1,1269117300115168
0,870: -1,1251803442385595
0,880: -1,1233642275419307
0,890: -1,1221413304155292
0,900: -1,1204572037179765
0,910: -1,1187027022108924
0,920: -1,1168315322487283
0,930: -1,115140112402716
0,940: -1,1131455183477037
0,950: -1,1112650657299983
0,960: -1,1092811264745825
0,970: -1,1072840933304156
0,980: -1,1051146442063664
0,990: -1,1032052205401008
1,000: -1,1010383782926607
1,010: -1,0988624317866398
1,020: -1,096849070620311
1,030: -1,094640932893298
1,040: -1,0924757739032627
1,050: -1,0901207294146311
1,060: -1,0881168619025259
1,070: -1,0857602646862268
1,080: -1,0835942415661233
1,090: -1,0814067978980502
1,100: -1,0786909131361833
1,110: -1,0769207796840914
1,120: -1,0746011580977208
1,130: -1,0724202845578983
1,140: -1,0700596219485068
1,150: -1,0678713189964215
1,160: -1,0656326324307381
1,170: -1,0633630912942835
1,180: -1,0611700219448426
1,190: -1,0588273465289983
1,200: -1,0567139935001455
1,210: -1,039744751115736
1,220: -1,0522009434192048
1,230: -1,0499615803891427
1,240: -1,047640906303353
1,250: -1,0457664291755697
1,260: -1,0435583073301682
1,270: -1,0414286778532644
1,280: -1,039364062047978
1,290: -1,037259017144744
1,300: -1,0351432384979318
1,310: -0,9899071665187429
1,320: -1,0309830525968837
1,330: -1,028963287181636
1,340: -1,02696535120373
1,350: -1,0249876522339036
1,360: -1,0230568631147496
1,370: -1,0211123353099723
1,380: -1,0191870131238208
1,390: -1,0173320300115833
1,400: -1,0150570451248264
1,410: -1,0135762790345457
1,420: -1,01133766612234
1,430: -1,0098046598587846
1,440: -1,0082103673098484
1,450: -1,0064761396260615
1,460: -1,0047449473235266
1,470: -1,0029720740177184
1,480: -1,0013420971855032
1,490: -0,9997248147683369
1,500: -0,997892793153957
1,510: -0,9953649733219779
1,520: -0,9949360982494024
1,530: -0,9897878445945505
1,540: -0,9919193767180469
1,550: -0,9904392373083599
1,560: -0,9890198562057284
1,570: -0,9875737981357666
1,580: -0,9861673487217554
1,590: -0,9840584947108527
1,600: -0,9834113714809412
1,610: -0,9821384386863954
1,620: -0,9808267202965748
1,630: -0,9795619698849289
1,640: -0,9762757001665181
1,650: -0,9771180267501132
1,660: -0,9757138232560887
1,670: -0,97477011649604
1,680: -0,972797556812719
1,690: -0,9699498413096848
1,700: -0,9709761918677057